,season,week,season_type,neutral_site,conference_game,attendance,home_team,home_conference,home_division,home_points,away_team,away_conference,away_division,away_points
0,2022,1,regular,False,False,-1,Newberry,South Atlantic,ii,40,Allen,SIAC,ii,6
0,2022,1,regular,False,False,-1,Alabama State,SWAC,fcs,21,Miles,SIAC,ii,13
0,2022,1,regular,False,True,-1,University of Mary,Northern Sun,ii,28,Wayne State (NE),Northern Sun,ii,33
0,2022,1,regular,False,False,-1,Louisiana,Sun Belt,fbs,24,Southeastern Louisiana,Southland,fcs,7
0,2022,1,regular,False,False,-1,Minnesota-Morris,Upper Midwest,iii,24,Macalester,Minnesota,iii,45
0,2022,1,regular,False,False,-1,Wisconsin,Big Ten,fbs,38,Illinois State,MVFC,fcs,0
0,2022,1,regular,False,False,-1,Southern,SWAC,fcs,86,Florida Memorial University,,,0
0,2022,1,regular,False,False,-1,Kansas State,Big 12,fbs,34,South Dakota,MVFC,fcs,0
0,2022,1,regular,False,False,-1,Huntingdon,USA South,iii,34,Linfield,Northwest,iii,41
0,2022,1,regular,False,False,-1,Utica,Empire 8,iii,43,Rochester,Liberty League,iii,28
0,2022,1,regular,False,False,-1,Valparaiso,Pioneer,fcs,20,Indiana Wesleyan,,,17
0,2022,1,regular,True,False,-1,West Florida,Gulf South,ii,52,Warner,,,3
0,2022,1,regular,False,False,-1,Auburn,SEC,fbs,42,Mercer,Southern,fcs,16
0,2022,1,regular,False,False,-1,Wisconsin-Stevens Point,Wisconsin,iii,24,Mayville State,,,31
0,2022,1,regular,False,False,-1,Vanderbilt,SEC,fbs,42,Elon,CAA,fcs,31
0,2022,1,regular,False,False,-1,Mary Hardin-Baylor,American Southwest,iii,62,Muhlenberg,Centennial,iii,13
0,2022,1,regular,False,False,-1,Southern Mississippi,Sun Belt,fbs,27,Liberty,FBS Independents,fbs,29
0,2022,1,regular,False,False,-1,University of Texas of the Permian Basin,Lone Star,ii,17,Southwest Baptist,Great Lakes,ii,41
0,2022,1,regular,False,False,-1,Heidelberg,Ohio,iii,31,Adrian,Michigan,iii,0
0,2022,1,regular,False,False,-1,Arkansas State,Sun Belt,fbs,58,Grambling,SWAC,fcs,3
0,2022,1,regular,False,False,-1,Baylor,Big 12,fbs,69,Albany,CAA,fcs,10
0,2022,1,regular,False,False,-1,Tulane,American Athletic,fbs,42,UMass,FBS Independents,fbs,10
0,2022,1,regular,False,False,-1,Coastal Carolina,Sun Belt,fbs,38,Army,FBS Independents,fbs,28
0,2022,1,regular,False,False,-1,Kentucky,SEC,fbs,37,Miami (OH),Mid-American,fbs,13
0,2022,1,regular,False,False,-1,Trinity (TX),Southern Athletic,iii,55,Sul Ross State,American Southwest,iii,7
0,2022,1,regular,False,False,-1,Florida,SEC,fbs,29,Utah,Pac-12,fbs,26
0,2022,1,regular,False,False,-1,North Park,CCIW,iii,14,Manchester,Heartland,iii,23
0,2022,1,regular,False,False,-1,Denison,North Coast,iii,48,Capital,Ohio,iii,31
0,2022,1,regular,False,False,-1,Austin Peay,Atlantic Sun,fcs,63,Presbyterian College,Pioneer,fcs,0
0,2022,1,regular,False,False,-1,Alcorn State,SWAC,fcs,27,Stephen F. Austin,Western Athletic,fcs,31
0,2022,1,regular,False,False,-1,Incarnate Word,Southland,fcs,64,Southern Illinois,MVFC,fcs,29
0,2022,1,regular,False,True,-1,Prairie View,SWAC,fcs,40,Texas Southern,SWAC,fcs,23
0,2022,1,regular,False,False,-1,Midwestern State,Lone Star,ii,27,Colorado State-Pueblo,Rocky Mountain,ii,59
0,2022,1,regular,False,False,-1,Albany State (GA),SIAC,ii,28,Mississippi College,Gulf South,ii,14
0,2022,1,regular,False,False,-1,Fayetteville State,CIAA,ii,15,UNC Pembroke,Mountain East,ii,13
0,2022,1,regular,False,False,-1,Southern Virginia,USA South,iii,27,Wilmington (OH),Ohio,iii,52
0,2022,1,regular,False,False,-1,Arkansas-Pine Bluff,SWAC,fcs,48,Lane,SIAC,ii,42
0,2022,1,regular,False,False,-1,Geneva College,Presidents',iii,25,Wooster,North Coast,iii,33
0,2022,1,regular,False,False,-1,Alabama,SEC,fbs,55,Utah State,Mountain West,fbs,0
0,2022,1,regular,False,False,-1,Mississippi State,SEC,fbs,49,Memphis,American Athletic,fbs,23
0,2022,1,regular,False,False,-1,South Carolina,SEC,fbs,35,Georgia State,Sun Belt,fbs,14
0,2022,1,regular,False,False,-1,Ohio State,Big Ten,fbs,21,Notre Dame,FBS Independents,fbs,10
0,2022,1,regular,True,False,-1,North Carolina Central,MEAC,fcs,28,North Carolina A&T,Big South,fcs,13
0,2022,1,regular,False,False,-1,North Texas,Conference USA,fbs,10,SMU,American Athletic,fbs,48
0,2022,1,regular,False,False,-1,Western State,Rocky Mountain,ii,6,West Texas A&M,Lone Star,ii,44
0,2022,1,regular,False,False,-1,Crown College,Upper Midwest,iii,14,Hamline,Minnesota,iii,39
0,2022,1,regular,False,False,-1,Texas A&M-Kingsville,Lone Star,ii,60,North American University,,,0
0,2022,1,regular,False,False,-1,Montana State,Big Sky,fcs,40,McNeese,Southland,fcs,17
0,2022,1,regular,False,False,-1,Stanford,Pac-12,fbs,41,Colgate,Patriot,fcs,10
0,2022,1,regular,False,False,-1,Monmouth (IL),Midwest,iii,7,Wartburg,American Rivers,iii,34
0,2022,1,regular,False,False,-1,Western New Mexico,Lone Star,ii,34,Adams State,Rocky Mountain,ii,20
0,2022,1,regular,False,False,-1,Northwestern (MN),Upper Midwest,iii,15,Augsburg,Minnesota,iii,23
0,2022,1,regular,False,False,-1,Texas Tech,Big 12,fbs,63,Murray State,OVC,fcs,10
0,2022,1,regular,False,False,-1,Texas,Big 12,fbs,52,Louisiana Monroe,Sun Belt,fbs,10
0,2022,1,regular,False,True,-1,Syracuse,ACC,fbs,31,Louisville,ACC,fbs,7
0,2022,1,regular,False,False,-1,New Mexico,Mountain West,fbs,41,Maine,CAA,fcs,0
0,2022,1,regular,False,False,-1,San Diego,Pioneer,fcs,58,La Verne,So. Cal.,iii,0
0,2022,1,regular,False,False,-1,Washington State,Pac-12,fbs,24,Idaho,Big Sky,fcs,17
0,2022,1,regular,False,False,-1,Chapman,So. Cal.,iii,42,Pacific (OR),Northwest,iii,21
0,2022,1,regular,False,False,-1,George Fox University,Northwest,iii,38,Redlands,So. Cal.,iii,31
0,2022,1,regular,False,False,-1,Sacramento State,Big Sky,fcs,56,Utah Tech,Western Athletic,fcs,33
0,2022,1,regular,False,False,-1,Washington,Pac-12,fbs,45,Kent State,Mid-American,fbs,20
0,2022,1,regular,False,False,-1,Oregon State,Pac-12,fbs,34,Boise State,Mountain West,fbs,17
0,2022,1,regular,False,False,-1,Hawai'i,Mountain West,fbs,17,Western Kentucky,Conference USA,fbs,49
0,2022,1,regular,False,False,-1,Hanover,Heartland,iii,29,Centre,Southern Athletic,iii,31
0,2022,1,regular,True,True,-1,Jackson State,SWAC,fcs,59,Florida A&M,SWAC,fcs,3
0,2022,1,regular,True,False,-1,Central State,SIAC,ii,41,Winston-Salem,CIAA,ii,21
0,2022,1,regular,True,True,-1,Tuskegee,SIAC,ii,6,Fort Valley State,SIAC,ii,21
0,2022,1,regular,True,False,-1,Florida State,ACC,fbs,24,LSU,SEC,fbs,23
0,2022,1,regular,True,True,-1,Georgia Tech,ACC,fbs,10,Clemson,ACC,fbs,41
0,2022,2,regular,False,True,-1,West Liberty,Mountain East,ii,30,Alderson-Broaddus,Mountain East,ii,17
0,2022,2,regular,False,False,-1,Quincy,Great Lakes,ii,53,Trinity International (IL),,,14
0,2022,2,regular,False,True,-1,Fairmont State,Mountain East,ii,38,Charleston (WV),Mountain East,ii,40
0,2022,2,regular,False,True,-1,Nebraska-Kearney,Mid America,ii,28,Pittsburg State,Mid America,ii,35
0,2022,2,regular,False,True,-1,Central Missouri State,Mid America,ii,32,Washburn,Mid America,ii,40
0,2022,2,regular,False,True,-1,Fort Hays State,Mid America,ii,19,Missouri Western,Mid America,ii,35
0,2022,2,regular,False,True,-1,Central Oklahoma,Mid America,ii,21,Emporia State,Mid America,ii,13
0,2022,2,regular,False,False,-1,Missouri State,MVFC,fcs,35,UT Martin,OVC,fcs,30
0,2022,2,regular,False,False,-1,FDU-Florham,Mid Atlantic,iii,28,William Paterson,New Jersey,iii,21
0,2022,2,regular,False,False,-1,Worcester Polytechnic,NEWMAC,iii,0,Endicott College,Commonwealth Coast,iii,24
0,2022,2,regular,False,False,-1,SUNY Maritime,ECFC,iii,17,Mass Maritime,MSCAC,iii,14
0,2022,2,regular,False,False,-1,Nichols,Commonwealth Coast,iii,71,Dean College,ECFC,iii,55
0,2022,2,regular,False,False,-1,Merrimack,NEC,fcs,45,Assumption,Northeast 10,ii,17
0,2022,2,regular,False,False,-1,UCF,American Athletic,fbs,14,Louisville,ACC,fbs,20
0,2022,2,regular,False,True,-1,New Mexico,Mountain West,fbs,14,Boise State,Mountain West,fbs,31
0,2022,2,regular,False,False,-1,Alfred,Empire 8,iii,37,Mount St. Joseph,Heartland,iii,43
0,2022,2,regular,False,False,-1,Husson,Commonwealth Coast,iii,0,Plymouth State,MSCAC,iii,17
0,2022,2,regular,False,True,-1,Shepherd,Pennsylvania State Athletic,ii,41,Edinboro,Pennsylvania State Athletic,ii,7
0,2022,2,regular,False,False,-1,Montclair State,New Jersey,iii,6,Delaware Valley,Mid Atlantic,iii,14
0,2022,2,regular,False,False,-1,Springfield,NEWMAC,iii,35,Rowan,New Jersey,iii,38
0,2022,2,regular,False,True,-1,Otterbein,Ohio,iii,7,Heidelberg,Ohio,iii,34
0,2022,2,regular,False,True,-1,West Chester,Pennsylvania State Athletic,ii,14,Slippery Rock,Pennsylvania State Athletic,ii,35
0,2022,2,regular,False,False,-1,Norwich,NEWMAC,iii,19,St Lawrence,Liberty League,iii,30
0,2022,2,regular,False,True,-1,Hiram,North Coast,iii,21,Wooster,North Coast,iii,49
0,2022,2,regular,False,True,-1,Notre Dame College,Mountain East,ii,27,Wheeling Jesuit,Mountain East,ii,14
0,2022,2,regular,False,False,-1,Kansas State,Big 12,fbs,40,Missouri,SEC,fbs,12
0,2022,2,regular,False,True,-1,Millersville,Pennsylvania State Athletic,ii,10,Gannon,Pennsylvania State Athletic,ii,16
0,2022,2,regular,False,True,-1,Arkansas,SEC,fbs,44,South Carolina,SEC,fbs,30
0,2022,2,regular,False,False,-1,Duquesne,NEC,fcs,34,Thomas More,,,14
0,2022,2,regular,False,True,-1,Kutztown,Pennsylvania State Athletic,ii,24,California (PA),Pennsylvania State Athletic,ii,19
0,2022,2,regular,False,False,-1,Framingham State,MSCAC,iii,31,St. John Fisher,Empire 8,iii,20
0,2022,2,regular,False,True,-1,UNC Pembroke,Mountain East,ii,50,WV Wesleyan,Mountain East,ii,26
0,2022,2,regular,False,False,-1,Northwestern,Big Ten,fbs,23,Duke,ACC,fbs,31
0,2022,2,regular,False,False,-1,Army,FBS Independents,fbs,38,UT San Antonio,Conference USA,fbs,41
0,2022,2,regular,False,False,-1,Minnesota,Big Ten,fbs,62,Western Illinois,MVFC,fcs,10
0,2022,2,regular,False,False,-1,Oberlin,North Coast,iii,35,Alvernia University,Mid Atlantic,iii,38
0,2022,2,regular,False,False,-1,Georgia State,Sun Belt,fbs,28,North Carolina,ACC,fbs,35
0,2022,2,regular,False,False,-1,Vanderbilt,SEC,fbs,25,Wake Forest,ACC,fbs,45
0,2022,2,regular,False,False,-1,Utica,Empire 8,iii,21,Kean,New Jersey,iii,15
0,2022,2,regular,False,False,-1,Shorter,Gulf South,ii,34,Catawba,South Atlantic,ii,21
0,2022,2,regular,False,False,-1,Ohio State,Big Ten,fbs,45,Arkansas State,Sun Belt,fbs,12
0,2022,2,regular,False,False,-1,Texas,Big 12,fbs,19,Alabama,SEC,fbs,20
0,2022,2,regular,False,False,-1,Anna Maria College,ECFC,iii,63,UMass Dartmouth,MSCAC,iii,48
0,2022,2,regular,False,False,-1,SUNY Cortland,Empire 8,iii,63,College of New Jersey,New Jersey,iii,7
0,2022,2,regular,True,False,-1,Hilbert College,North Coast,iii,0,Denison,North Coast,iii,63
0,2022,2,regular,False,False,-1,Penn State,Big Ten,fbs,46,Ohio,Mid-American,fbs,10
0,2022,2,regular,False,False,-1,Miami,ACC,fbs,30,Southern Mississippi,Sun Belt,fbs,7
0,2022,2,regular,False,False,-1,Albion,Michigan,iii,51,Bluffton,Heartland,iii,2
0,2022,2,regular,False,False,-1,NC State,ACC,fbs,55,Charleston Southern,Big South,fcs,3
0,2022,2,regular,False,False,-1,Stevenson,Mid Atlantic,iii,35,Salisbury,New Jersey,iii,21
0,2022,2,regular,False,False,-1,Morrisville State,Empire 8,iii,24,Hobart,Liberty League,iii,13
0,2022,2,regular,False,True,-1,Susquehanna,Centennial,iii,39,Franklin & Marshall,Centennial,iii,36
0,2022,2,regular,False,False,-1,Hampden-Sydney,Old Dominion,iii,27,Widener,Mid Atlantic,iii,31
0,2022,2,regular,False,False,-1,Western New England,Commonwealth Coast,iii,38,Westfield State,MSCAC,iii,14
0,2022,2,regular,False,True,-1,St. Vincent,Presidents',iii,21,Washington & Jefferson,Presidents',iii,52
0,2022,2,regular,False,False,-1,Black Hills State,Rocky Mountain,ii,38,William Jewell College,Great Lakes,ii,19
0,2022,2,regular,False,False,-1,MIT,NEWMAC,iii,10,Salve Regina,Commonwealth Coast,iii,13
0,2022,2,regular,False,False,-1,Hartwick,Empire 8,iii,10,King's College (PA),Mid Atlantic,iii,17
0,2022,2,regular,False,False,-1,Central Michigan,Mid-American,fbs,24,South Alabama,Sun Belt,fbs,38
0,2022,2,regular,True,True,-1,Fort Valley State,SIAC,ii,9,Kentucky State,SIAC,ii,7
0,2022,2,regular,False,True,-1,Grove City College,Presidents',iii,55,Geneva College,Presidents',iii,17
0,2022,2,regular,False,True,-1,Frostburg State,Mountain East,ii,18,WV State,Mountain East,ii,7
0,2022,2,regular,False,False,-1,Saginaw Valley,GLIAC,ii,40,Bowie State,CIAA,ii,12
0,2022,2,regular,False,False,-1,Maine,CAA,fcs,18,Colgate,Patriot,fcs,21
0,2022,2,regular,False,True,-1,Juniata,Centennial,iii,19,McDaniel College,Centennial,iii,35
0,2022,2,regular,False,False,-1,Thiel College,Presidents',iii,6,Allegheny,Presidents',iii,34
0,2022,2,regular,False,True,-1,Waynesburg,Presidents',iii,31,Case Western Reserve,Presidents',iii,45
0,2022,2,regular,False,False,-1,Ferrum,Old Dominion,iii,3,Muskingum,Ohio,iii,31
0,2022,2,regular,False,False,-1,Sewanee Univ. of the South,Southern Athletic,iii,0,Washington & Lee,Old Dominion,iii,44
0,2022,2,regular,False,False,-1,Catholic University,NEWMAC,iii,7,Randolph-Macon,Old Dominion,iii,41
0,2022,2,regular,False,False,-1,Union,Liberty League,iii,76,Worcester State College,MSCAC,iii,7
0,2022,2,regular,False,False,-1,Wabash College,North Coast,iii,12,North Central,CCIW,iii,56
0,2022,2,regular,False,False,-1,Olivet College,Michigan,iii,54,Eureka College,NACC,iii,14
0,2022,2,regular,False,False,-1,Concordia (IL),NACC,iii,45,Finlandia University,Upper Midwest,iii,7
0,2022,2,regular,False,True,-1,Muhlenberg,Centennial,iii,34,Dickinson,Centennial,iii,21
0,2022,2,regular,False,False,-1,Misericordia,Mid Atlantic,iii,38,Keystone,ECFC,iii,20
0,2022,2,regular,False,False,-1,Chowan,CIAA,ii,21,Tusculum,South Atlantic,ii,23
0,2022,2,regular,False,False,-1,University of New England,Commonwealth Coast,iii,38,Bridgewater State,MSCAC,iii,23
0,2022,2,regular,False,False,-1,Rensselaer,Liberty League,iii,7,Carnegie Mellon,Presidents',iii,10
0,2022,2,regular,False,False,-1,Northwood (MI),Great Midwest Athletic,ii,38,Madonna University,,,0
0,2022,2,regular,False,True,-1,Concord,Mountain East,ii,21,Glenville State,Mountain East,ii,7
0,2022,2,regular,False,False,-1,Hope,Michigan,iii,33,Coe,American Rivers,iii,24
0,2022,2,regular,False,True,-1,Westminster PA,Presidents',iii,42,Bethany (WV),Presidents',iii,3
0,2022,2,regular,False,False,-1,Lenoir-Rhyne,South Atlantic,ii,5,Ferris State,GLIAC,ii,27
0,2022,2,regular,False,False,-1,Carson-Newman,South Atlantic,ii,27,Franklin Pierce,Northeast 10,ii,6
0,2022,2,regular,False,False,-1,Central State,SIAC,ii,21,Lincoln (PA),CIAA,ii,26
0,2022,2,regular,False,False,-1,Northern Michigan,GLIAC,ii,13,UW-Oshkosh,Wisconsin,iii,10
0,2022,2,regular,False,True,-1,New Haven,Northeast 10,ii,31,Southern Connecticut State,Northeast 10,ii,26
0,2022,2,regular,False,False,-1,Mississippi College,Gulf South,ii,26,Keiser University,,,8
0,2022,2,regular,False,True,-1,Shippensburg,Pennsylvania State Athletic,ii,36,Seton Hill College,Pennsylvania State Athletic,ii,17
0,2022,2,regular,False,False,-1,St. Augustine's,CIAA,ii,14,Limestone,South Atlantic,ii,73
0,2022,2,regular,False,False,-1,Stonehill,NEC,fcs,76,Post University,Independent DII,ii,0
0,2022,2,regular,False,False,-1,Presbyterian College,Pioneer,fcs,21,Virginia Lynchburg,,,13
0,2022,2,regular,False,False,-1,Monmouth,CAA,fcs,49,Fordham,Patriot,fcs,52
0,2022,2,regular,False,False,-1,Long Island University,NEC,fcs,21,Villanova,CAA,fcs,38
0,2022,2,regular,False,True,-1,Tiffin,Great Midwest Athletic,ii,28,Ohio Dominican,Great Midwest Athletic,ii,13
0,2022,2,regular,False,False,-1,Gallaudet,ECFC,iii,31,Greensboro,USA South,iii,14
0,2022,2,regular,False,True,-1,Moravian,Centennial,iii,43,Gettysburg,Centennial,iii,28
0,2022,2,regular,False,False,-1,UW-Whitewater,Wisconsin,iii,28,Mary Hardin-Baylor,American Southwest,iii,24
0,2022,2,regular,False,False,-1,Ithaca,Liberty League,iii,24,Brockport State (NY),Empire 8,iii,0
0,2022,2,regular,False,False,-1,Adrian,Michigan,iii,33,Hanover,Heartland,iii,0
0,2022,2,regular,False,False,-1,Kalamazoo,Michigan,iii,24,Kenyon,North Coast,iii,21
0,2022,2,regular,False,True,-1,Lebanon Valley,Mid Atlantic,iii,20,Lycoming,Mid Atlantic,iii,21
0,2022,2,regular,False,True,-1,Ursinus,Centennial,iii,29,Johns Hopkins,Centennial,iii,36
0,2022,2,regular,False,False,-1,Utah,Pac-12,fbs,73,Southern Utah,Western Athletic,fcs,7
0,2022,2,regular,False,False,-1,VMI,Southern,fcs,24,Bucknell,Patriot,fcs,14
0,2022,2,regular,False,False,-1,Coast Guard,NEWMAC,iii,22,Curry,Commonwealth Coast,iii,16
0,2022,2,regular,False,True,-1,Wilmington (OH),Ohio,iii,12,Baldwin-Wallace,Ohio,iii,13
0,2022,2,regular,False,False,-1,Fort Lewis,Rocky Mountain,ii,12,Arizona Christian,,,52
0,2022,2,regular,False,False,-1,Bridgewater (VA),Old Dominion,iii,58,Southern Virginia,USA South,iii,10
0,2022,2,regular,False,True,-1,Beloit College,Midwest,iii,14,Cornell College (IA),Midwest,iii,35
0,2022,2,regular,False,False,-1,Wisconsin-Platteville,Wisconsin,iii,10,Bethel (MN),Minnesota,iii,7
0,2022,2,regular,False,False,-1,Castleton State College,ECFC,iii,48,Fitchburg State,MSCAC,iii,0
0,2022,2,regular,False,True,-1,Bloomsburg,Pennsylvania State Athletic,ii,42,Clarion,Pennsylvania State Athletic,ii,3
0,2022,2,regular,False,True,-1,Winona State,Northern Sun,ii,25,University of Mary,Northern Sun,ii,17
0,2022,2,regular,False,False,-1,Westminster,Upper Midwest,iii,6,Iowa Wesleyan,,,41
0,2022,2,regular,False,False,-1,Sioux Falls,Northern Sun,ii,34,Minot State,Northern Sun,ii,0
0,2022,2,regular,False,False,-1,Carleton,Minnesota,iii,84,Crown College,Upper Midwest,iii,20
0,2022,2,regular,False,False,-1,Austin College,American Southwest,iii,7,Rhodes,Southern Athletic,iii,23
0,2022,2,regular,False,True,-1,Illinois College,Midwest,iii,14,Chicago,Midwest,iii,40
0,2022,2,regular,False,False,-1,Lakeland University,NACC,iii,34,Buena Vista,American Rivers,iii,41
0,2022,2,regular,False,False,-1,Washington (MO),CCIW,iii,52,Hendrix College,Southern Athletic,iii,7
0,2022,2,regular,False,False,-1,Illinois Wesleyan,CCIW,iii,45,Ohio Wesleyan,North Coast,iii,21
0,2022,2,regular,False,False,-1,Hamline,Minnesota,iii,34,Minnesota-Morris,Upper Midwest,iii,21
0,2022,2,regular,False,True,-1,Augustana (SD),Northern Sun,ii,30,Bemidji State,Northern Sun,ii,29
0,2022,2,regular,False,False,-1,McKendree,Great Lakes,ii,34,Delta State,Gulf South,ii,58
0,2022,2,regular,False,True,-1,Grinnell,Midwest,iii,0,Monmouth (IL),Midwest,iii,48
0,2022,2,regular,False,False,-1,Central,American Rivers,iii,31,Wisconsin-Eau Claire,Wisconsin,iii,13
0,2022,2,regular,False,False,-1,Colorado Mines,Rocky Mountain,ii,27,Angelo State,Lone Star,ii,30
0,2022,2,regular,False,False,-1,Concordia (WI),NACC,iii,28,Northwestern (MN),Upper Midwest,iii,14
0,2022,2,regular,False,False,-1,St. Thomas (MN),Pioneer,fcs,32,Michigan Tech,GLIAC,ii,6
0,2022,2,regular,False,False,-1,Youngstown State,MVFC,fcs,49,Dayton,Pioneer,fcs,16
0,2022,2,regular,False,False,-1,Drake,Pioneer,fcs,14,Missouri S&T,Great Lakes,ii,17
0,2022,2,regular,False,False,-1,Aurora,NACC,iii,49,Franklin,Heartland,iii,16
0,2022,2,regular,False,False,-1,St. Olaf College,Minnesota,iii,55,Luther,American Rivers,iii,27
0,2022,2,regular,False,True,-1,Ball State,Mid-American,fbs,30,Western Michigan,Mid-American,fbs,37
0,2022,2,regular,False,False,-1,Greenville,Upper Midwest,iii,40,Rockford,NACC,iii,30
0,2022,2,regular,False,False,-1,McMurry,American Southwest,iii,13,Millsaps,Southern Athletic,iii,27
0,2022,2,regular,False,False,-1,St. Johns (MN),Minnesota,iii,37,UW-River Falls,Wisconsin,iii,34
0,2022,2,regular,False,False,-1,South Dakota Mines,Rocky Mountain,ii,20,Truman State,Great Lakes,ii,27
0,2022,2,regular,True,False,-1,Mayville State,,,55,Nebraska Wesleyan University,American Rivers,iii,48
0,2022,2,regular,False,False,-1,Temple,American Athletic,fbs,30,Lafayette,Patriot,fcs,14
0,2022,2,regular,False,False,-1,St. Norbert,NACC,iii,21,Wisconsin-Stevens Point,Wisconsin,iii,14
0,2022,2,regular,False,False,-1,Notre Dame,FBS Independents,fbs,21,Marshall,Sun Belt,fbs,26
0,2022,2,regular,False,True,-1,Lane,SIAC,ii,0,Benedict College,SIAC,ii,14
0,2022,2,regular,False,True,-1,St. Anselm,Northeast 10,ii,56,American International,Northeast 10,ii,7
0,2022,2,regular,False,True,-1,Lincoln (MO),Mid America,ii,20,Northwest Missouri State,Mid America,ii,58
0,2022,2,regular,False,False,-1,Albright,Mid Atlantic,iii,14,Western Connecticut State,MSCAC,iii,28
0,2022,2,regular,False,False,-1,Willamette,Northwest,iii,26,La Verne,So. Cal.,iii,14
0,2022,2,regular,False,False,-1,Texas A&M,SEC,fbs,14,Appalachian State,Sun Belt,fbs,17
0,2022,2,regular,False,False,-1,North Dakota State,MVFC,fcs,43,North Carolina A&T,Big South,fcs,3
0,2022,2,regular,False,False,-1,Charlotte,Conference USA,fbs,21,Maryland,Big Ten,fbs,56
0,2022,2,regular,False,False,-1,Pittsburgh,ACC,fbs,27,Tennessee,SEC,fbs,34
0,2022,2,regular,False,False,-1,Cincinnati,American Athletic,fbs,63,Kennesaw State,Atlantic Sun,fcs,10
