,team,opp,target,spread,team_label,opp_label,home_win_pct_week_minus_one,away_win_pct_week_minus_one,win_pct_week_minus_one,spread_week_minus_one,team_conf_label_week_minus_one,team_conf_week_minus_one,opp_conf_week_minus_one,away_conf_label_week_minus_one,opp_home_win_pct_week_minus_one,opp_away_win_pct_week_minus_one,opp_home_win_pct_one,home_wins_week_minus_one,away_wins_week_minus_one,points_against_week_minus_one,points_for_week_minus_one,total_wins_week_minus_one,total_week_minus_one,home_points_week_minus_one,away_points_week_minus_one,home_win_week_minus_one,away_win_week_minus_one,home_win_pct_week_minus_two,away_win_pct_week_minus_two,win_pct_week_minus_two,spread_week_minus_two,team_conf_label_week_minus_two,team_conf_week_minus_two,opp_conf_week_minus_two,away_conf_label_week_minus_two,opp_home_win_pct_week_minus_two,opp_away_win_pct_week_minus_two,opp_home_win_pct_two,home_wins_week_minus_two,away_wins_week_minus_two,points_against_week_minus_two,points_for_week_minus_two,total_wins_week_minus_two,total_week_minus_two,home_points_week_minus_two,away_points_week_minus_two,home_win_week_minus_two,away_win_week_minus_two,home_win_pct_week_minus_three,away_win_pct_week_minus_three,win_pct_week_minus_three,spread_week_minus_three,team_conf_label_week_minus_three,team_conf_week_minus_three,opp_conf_week_minus_three,away_conf_label_week_minus_three,opp_home_win_pct_week_minus_three,opp_away_win_pct_week_minus_three,opp_home_win_pct_three,home_win_pct_week_minus_four,away_win_pct_week_minus_four,win_pct_week_minus_four,spread_week_minus_four,team_conf_label_week_minus_four,team_conf_week_minus_four,opp_conf_week_minus_four,away_conf_label_week_minus_four,opp_home_win_pct_week_minus_four,opp_away_win_pct_week_minus_four,opp_home_win_pct_four,home_wins_week_minus_four,away_wins_week_minus_four,points_against_week_minus_four,points_for_week_minus_four,total_wins_week_minus_four,total_week_minus_four,home_points_week_minus_four,away_points_week_minus_four,home_win_week_minus_four,away_win_week_minus_four,home_win_pct_week_minus_five,away_win_pct_week_minus_five,win_pct_week_minus_five,spread_week_minus_five,team_conf_label_week_minus_five,team_conf_week_minus_five,opp_conf_week_minus_five,away_conf_label_week_minus_five,home_wins_week_minus_five,away_wins_week_minus_five,points_against_week_minus_five,points_for_week_minus_five,total_wins_week_minus_five,total_week_minus_five,home_points_week_minus_five,away_points_week_minus_five,home_win_week_minus_five,away_win_week_minus_five,opp_home_win_pct_week_minus_five,opp_away_win_pct_week_minus_five,opp_home_win_pct_five
90,Furman,Chattanooga,1,4.0,35,243,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.75,0.6666666666666666,7.0,8,Southern,Southern,8,0.0,0.0,0.0,1,3.0,112.0,163.0,4,6.0,47.0,40.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.6666666666666666,0.75,-7.0,8,Southern,Southern,8,0.5,0.5,0.5,1,2.0,68.0,115.0,3,4.0,27.0,34.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.6666666666666666
91,Gallaudet,Anna Maria College,1,14.0,187,347,0.6666666666666666,1.0,0.8333333333333334,-2.0,57,ECFC,ECFC,57,0.0,0.0,0.0,2,3.0,181.0,177.0,5,6.0,24.0,26.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.75,3.0,57,ECFC,ECFC,57,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
92,Gannon,Indiana (PA),1,7.0,46,648,0.6666666666666666,0.75,0.7142857142857143,35.0,12,Pennsylvania State Athletic,Pennsylvania State Athletic,12,0.0,0.0,0.0,2,3.0,143.0,203.0,5,7.0,49.0,14.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.5,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.3333333333333333,0.6,0.5,1.0,0.75,11.0,12,Pennsylvania State Athletic,Pennsylvania State Athletic,12,0.0,0.0,0.0,1,2.0,76.0,133.0,3,4.0,21.0,10.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
93,Gardner-Webb,Bryant,1,8.0,36,461,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.0,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333,-31.0,21,Big South,Southern,8,1,0.0,82.0,107.0,1,3.0,14.0,45.0,0,1,0.0,0.0,0.0
94,Geneva College,Bethany (WV),1,28.0,298,185,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,14.0,49,Presidents',Presidents',49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-27.0,49,Presidents',Presidents',49,0,0.0,125.0,72.0,0,3.0,7.0,34.0,0,1,1.0,0.5,0.6666666666666666
95,George Fox University,Linfield,0,-27.0,319,597,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,1.0,0.8,44.0,67,Northwest,Northwest,67,1.0,0.5,0.75,2,2.0,121.0,157.0,4,5.0,51.0,7.0,1,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.5,0.75,1.0,1.0,1.0,-1.0,67,Northwest,Northwest,67,0.0,0.0,0.0,2,1.0,98.0,118.0,3,3.0,12.0,13.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
96,Georgia,Florida,1,22.0,227,285,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,55.0,28,SEC,SEC,28,0.0,0.0,0.0,4,2.0,64.0,237.0,6,6.0,55.0,0.0,1,0,1.0,1.0,1.0,32.0,28,SEC,SEC,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,17.0,28,SEC,Mid-American,13,2,1.0,10.0,130.0,3,3.0,39.0,22.0,1,0,1.0,1.0,1.0
97,Georgia State,Old Dominion,1,14.0,348,100,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.2,8.0,44,Sun Belt,Sun Belt,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-17.0,44,Sun Belt,Sun Belt,44,0,0.0,112.0,83.0,0,3.0,24.0,41.0,0,1,0.0,0.0,0.0
98,Gettysburg,Ursinus,0,-35.0,156,392,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2,-34.0,48,Centennial,Centennial,48,0.0,0.0,0.0,0,1.0,177.0,108.0,1,5.0,7.0,41.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.6666666666666666
99,Glenville State,WV State,1,1.0,560,164,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.25,0.5,19.0,24,Mountain East,Mountain East,24,1.0,0.25,0.5,2,1.0,142.0,188.0,3,6.0,31.0,12.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,21.0,24,Mountain East,Mountain East,24,0.0,0.0,0.0,1,1.0,87.0,119.0,2,4.0,35.0,14.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
100,Grambling,Alcorn State,1,29.0,669,290,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.2,0.16666666666666666,-4.0,7,SWAC,SWAC,7,0.6666666666666666,0.5,0.6,0,1.0,252.0,138.0,1,6.0,16.0,20.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
101,Gustavus Adolphus,Carleton,1,19.0,583,422,0.0,0.0,0.0,0.0,0,,,0,0.5,0.3333333333333333,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0.5,70.0,65,Minnesota,Minnesota,65,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,-3.0,65,Minnesota,Minnesota,65,0.0,0.0,0.0,0,2.0,54.0,110.0,2,3.0,27.0,30.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0
102,Hamline,Macalester,0,-13.0,405,510,0.3333333333333333,0.3333333333333333,0.3333333333333333,-21.0,65,Minnesota,Minnesota,65,0.0,0.0,0.0,1,1.0,216.0,148.0,2,6.0,21.0,42.0,0,1,0.5,0.3333333333333333,0.4,-37.0,65,Minnesota,Minnesota,65,0.0,0.0,0.0,1,1.0,172.0,141.0,2,5.0,7.0,44.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,-33.0,65,Minnesota,Minnesota,65,1,1.0,35.0,73.0,2,2.0,12.0,45.0,0,1,0.0,0.0,0.0
103,Hampden-Sydney,Guilford,1,7.0,390,496,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.3333333333333333,0.4,11.0,68,Old Dominion,Old Dominion,68,1.0,0.6666666666666666,0.8,1,1.0,154.0,197.0,2,5.0,37.0,26.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
104,Hardin-Simmons,Howard Payne,1,9.0,653,520,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.8,20.0,53,American Southwest,American Southwest,53,0.0,0.0,0.0,1,3.0,112.0,255.0,4,5.0,27.0,7.0,1,0,0.0,1.0,0.75,35.0,53,American Southwest,American Southwest,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.3333333333333333,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
105,Harding,Northwestern Oklahoma State,1,21.0,517,501,0.0,0.0,0.0,0.0,0,,,0,0.0,0.5,0.2857142857142857,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.6666666666666666,0.8333333333333334,-1.0,31,Great American,Great American,31,0.0,0.0,0.0,3,2.0,114.0,211.0,5,6.0,14.0,15.0,0,1,0.0,0.0,0.0,0.0,0,,,0,1.0,0.3333333333333333,0.6,1.0,0.5,0.75,15.0,31,Great American,Great American,31,0.0,0.0,0.0,2,1.0,63.0,117.0,3,4.0,38.0,23.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.3333333333333333
106,Hawai'i,Wyoming,0,-7.0,15,229,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.3333333333333333,0.0,0.16666666666666666,15.0,5,Mountain West,Mountain West,5,0.0,0.0,0.0,1,0.0,243.0,101.0,1,6.0,31.0,16.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.0,0.4,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.6666666666666666
107,Hillsdale,Ashland,1,16.0,489,25,0.3333333333333333,0.75,0.5714285714285714,-21.0,18,Great Midwest Athletic,Great Midwest Athletic,18,0.0,0.0,0.0,1,3.0,158.0,168.0,4,7.0,20.0,41.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.6666666666666666,0.6,-41.0,18,Great Midwest Athletic,Great Midwest Athletic,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.6666666666666666
108,Hobart,Union,1,2.0,104,366,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,1.0,0.5,1.0,0.5,0.75,-24.0,46,Liberty League,Liberty League,46,0.0,0.0,0.0,2,1.0,36.0,131.0,3,4.0,7.0,31.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
109,Holy Cross,Fordham,1,1.0,580,556,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,57.0,56,Patriot,Patriot,56,0.0,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333
110,Hope,Kalamazoo,1,46.0,173,149,0.6666666666666666,0.25,0.42857142857142855,23.0,25,Michigan,Michigan,25,0.0,0.0,0.0,2,1.0,178.0,201.0,3,7.0,23.0,0.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,1.0,0.5,0.75,-12.0,25,Michigan,Michigan,25,0.0,0.0,0.0,2,1.0,98.0,155.0,3,4.0,10.0,22.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
111,Houston,South Florida,1,15.0,594,237,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.6666666666666666,0.8,0.5,0.5,0.5,-3.0,30,American Athletic,American Athletic,30,0.0,0.0,0.0,1,1.0,143.0,131.0,2,4.0,24.0,27.0,0,1,0.0,0.5,0.3333333333333333,7.0,30,American Athletic,Conference USA,1,0,1.0,116.0,97.0,1,3.0,34.0,27.0,1,0,0.0,0.5,0.3333333333333333
112,Houston Christian,UT Martin,0,-24.0,484,69,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.6666666666666666,0.4,-27.0,36,Southland,Southland,36,0.0,0.0,0.0,0,2.0,142.0,120.0,2,5.0,10.0,37.0,0,1,0.0,0.6666666666666666,0.5,-2.0,36,Southland,Southland,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
113,Huntingdon,Greensboro,1,42.0,281,146,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.8,24.0,55,USA South,USA South,55,0.0,0.0,0.0,1,3.0,132.0,195.0,4,5.0,38.0,14.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0.6666666666666666,13.0,55,USA South,USA South,55,0,2.0,83.0,119.0,2,3.0,34.0,21.0,1,0,0.0,0.0,0.0
114,Husson,Western New England,1,10.0,354,379,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.6666666666666666,0.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.2,17.0,42,Commonwealth Coast,Commonwealth Coast,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.5,0.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
115,Illinois College,Cornell College (IA),1,14.0,424,572,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2,57.0,59,Midwest,Midwest,59,0.5,1.0,0.8,0,1.0,174.0,100.0,1,5.0,57.0,0.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,-2.0,59,Midwest,Midwest,59,0.0,0.0,0.0,0,1.0,111.0,72.0,1,3.0,21.0,23.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
116,Indianapolis,Missouri S&T,1,26.0,261,57,1.0,0.75,0.8333333333333334,14.0,32,Great Lakes,Great Lakes,32,0.0,0.0,0.0,2,3.0,136.0,224.0,5,6.0,52.0,38.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,0.0,0.16666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,1.0,0.75,1.0,1.0,1.0,27.0,32,Great Lakes,Great Lakes,32,0.0,0.0,0.0,1,2.0,58.0,128.0,3,3.0,44.0,17.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
117,Iowa,Northwestern,1,20.0,125,2,0.0,0.0,0.0,0.0,0,,,0,0.75,0.6666666666666666,0.7142857142857143,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.6666666666666666,1.0,0.75,-13.0,2,Big Ten,Big Ten,2,1.0,1.0,1.0,2,1.0,23.0,68.0,3,4.0,14.0,27.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
118,Iowa State,Oklahoma,0,-14.0,204,223,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,0.5,0.6,-1.0,29,Big 12,Big 12,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,-7.0,29,Big 12,Big 12,29,2,1.0,27.0,95.0,3,3.0,24.0,31.0,0,1,0.0,0.0,0.0
119,Ithaca,Rensselaer,1,3.0,363,158,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,40.0,46,Liberty League,Liberty League,46,0.0,0.0,0.0,3,2.0,34.0,214.0,5,5.0,40.0,0.0,1,0,1.0,1.0,1.0,46.0,46,Liberty League,Liberty League,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.5,0.3333333333333333,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333
120,Jackson State,Southern,1,35.0,325,288,1.0,1.0,1.0,8.0,7,SWAC,Big South,21,0.0,0.0,0.0,3,3.0,57.0,264.0,6,6.0,22.0,14.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.6666666666666666,0.6,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,42.0,7,SWAC,SWAC,7,2,1.0,30.0,141.0,3,3.0,49.0,7.0,1,0,0.0,0.0,0.0
121,Kansas State,Oklahoma State,1,48.0,274,44,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.6666666666666666,1.0,0.75,9.0,29,Big 12,Big 12,29,1.0,0.5,0.75,2,1.0,63.0,125.0,3,4.0,37.0,28.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
122,Kennesaw State,Charleston Southern,1,10.0,650,130,0.6666666666666666,0.0,0.3333333333333333,3.0,4,Atlantic Sun,OVC,35,0.0,0.0,0.0,2,0.0,232.0,143.0,2,6.0,33.0,30.0,1,0,1.0,0.0,0.4,-27.0,4,Atlantic Sun,Atlantic Sun,4,0.5,0.25,0.3333333333333333,2,0.0,181.0,119.0,2,5.0,24.0,51.0,0,1,1.0,0.0,0.25,6.0,4,Atlantic Sun,Atlantic Sun,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
123,Kentucky State,Tuskegee,0,-21.0,165,327,0.0,0.0,0.0,0.0,0,,,0,0.5,0.6666666666666666,0.5714285714285714,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.4,0.3333333333333333,19.0,60,SIAC,SIAC,60,0.0,0.0,0.0,0,2.0,167.0,93.0,2,6.0,41.0,22.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.5,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
124,Kenyon,DePauw,0,-23.0,169,182,0.0,0.0,0.0,0.0,0,,,0,0.5,0.5,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.3333333333333333,0.5,0.4,-1.0,52,North Coast,North Coast,52,0.0,0.0,0.0,1,1.0,163.0,124.0,2,5.0,41.0,42.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.3333333333333333,-27.0,52,North Coast,North Coast,52,1,0.0,101.0,82.0,1,3.0,14.0,41.0,0,1,0.0,0.0,0.0
125,Lafayette,Georgetown,0,-10.0,147,447,0.3333333333333333,0.3333333333333333,0.3333333333333333,-3.0,56,Patriot,Patriot,56,0.0,0.25,0.16666666666666666,1,1.0,113.0,53.0,2,6.0,21.0,24.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.3333333333333333,0.4,-21.0,56,Patriot,Ivy,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.6666666666666666,0.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
